,m,ifa_sim,ifa_theory,error
0,0.4,-3.0362885152748453,-2.590436672826306,0.10944152733616433
1,0.2,-0.7404040301396008,-1.4543335779613509,0.12971652064685138
2,0.1,-0.2880365235095323,-0.5104156957574458,0.127248077005651
