,D,Delta,tl,K,tm,Vr,Ifull,IPSPint,Vreset,Ie_sig,Ifull_nA,Icrit_nA,fcrit,I0crit,A0crit,Icrit,level,config,freq_net,freq_unit_mean,freq_unit_std,saturation,CV,ampl_mean,qfac,v_std_mean,v_std_std,v_av_mumin,v_av_mumin_sd,gauss_mu_min_sim,gauss_mu_min_sd_sim,gauss_sig_min_sim,Iext,gauss_mu_min,gauss_mu_max,gauss_f_net,gauss_f_unit,gauss_sat,gauss_zeta,gauss_t_on,gauss_t_off,gauss_mu_reset
135,0.0225,1.2,1.2,50.0,10.0,0.0,8.703711999580085,0.26,-65.0,0.02757716446627536,1.131482559945411,0.134765625,288.8,0.0705,0.9863325736927104,1.0366586538461535,0.134765625,9.0,268.5166002602671,1.343334945948061,0.9852924615645222,0.005002800365586323,0.6790492335634886,0.9882084198616989,0.00013372079199706796,1.971496756805873,0.04949382924730714,-58.386313723421175,0.184595305308022,0.5087450981983712,5.014199638869848,5.15209589433747,1.0366586538461537,0.5956902920948646,0.5830129559981503,1091.028445547932,2.9661440427356105,0.002718667927348095,0.0035593728512827326,0.0,-0.28343361341254125,0.5802942880708022
136,0.0225,1.2,1.2,50.0,10.0,0.0,8.703711999580085,0.26,-65.0,0.02757716446627536,1.131482559945411,0.134765625,288.8,0.0705,0.9863325736927104,1.0366586538461535,0.21143615845733926,9.0,203.42214486130166,2.4894179282026427,0.7180137528323123,0.012237693835644051,0.8158334562192345,9.737534019565885,0.04769771186108021,2.044329129237546,0.059963396752492334,-61.38659086347639,0.8604171933140936,0.2779545489633544,5.066185937947238,5.171349332896416,1.6264319881333789,0.5170184078007466,0.6497042670752157,404.23815525703026,3.946880107580302,0.009763749552712864,0.005927413201628508,0.3017971258474335,1.2737892427897144,0.6399405175225028
137,0.0225,1.2,1.2,50.0,10.0,0.0,8.703711999580085,0.26,-65.0,0.02757716446627536,1.131482559945411,0.134765625,288.8,0.0705,0.9863325736927104,1.0366586538461535,0.28810669191467864,9.0,136.57657414282767,4.2020235874525245,0.8568194142629201,0.030766795944509304,0.8207924072021648,27.44609091608337,0.9696330989272188,2.1706714657738426,0.09719356178583465,-70.96743173853302,1.6639133840316123,-0.45903321065638636,5.127993337233201,5.214387217150421,2.216205322420605,0.01610590930475586,0.716395578152281,198.74224609602183,5.829598712913512,0.029332458636383507,0.023199107750313863,2.779537682229148,3.8316428421406306,0.6870631195158976
138,0.0225,1.2,1.2,50.0,10.0,0.0,8.703711999580085,0.26,-65.0,0.02757716446627536,1.131482559945411,0.134765625,288.8,0.0705,0.9863325736927104,1.0366586538461535,0.3647772253720179,9.0,95.32876130719286,6.674230128860335,1.014469834906559,0.0700127646403892,0.7958563913454972,69.34504127740692,6.405075646045844,2.352704117145872,0.21319583772369102,-92.97627984588699,6.124177676411629,-2.1520215266066915,5.471090590493203,5.512724439286671,2.80597865670783,-1.4070566414060064,0.7830868892293463,117.14330051671894,8.677547419681183,0.07407634394288476,0.06461297369518311,6.245994884296124,7.336553055864068,0.7090105452864616
139,0.0225,1.2,1.2,50.0,10.0,0.0,8.703711999580085,0.26,-65.0,0.02757716446627536,1.131482559945411,0.134765625,288.8,0.0705,0.9863325736927104,1.0366586538461535,0.4414477588293572,9.0,72.05818215539925,10.145984148687655,1.14470512153199,0.14080266591803586,0.7313070870571298,144.50453372586605,57.14935748613587,2.5654903372549205,0.396538713836447,-134.37673282959474,8.58269181351039,-5.336671756122673,5.660207062577722,5.704206594744253,3.395751990995055,-4.438974536768635,0.8497782003064116,80.38244258841823,12.724357784400805,0.1582977249093221,0.1441337145691851,10.12738618414858,11.240527655029027,0.6914804753970896
140,0.0225,1.2,1.2,50.0,10.0,0.0,8.703711999580085,0.26,-65.0,0.02757716446627536,1.131482559945411,0.134765625,288.8,0.0705,0.9863325736927104,1.0366586538461535,0.5181182922866965,9.0,59.184185667631056,14.735262314878835,1.1879549565209242,0.24897296716439957,0.6566594953058678,264.3914898644711,279.9811758288395,2.7739317960498693,0.6023324422206914,-195.94238152927872,22.11138800424607,-10.072490886867595,6.700876000326621,6.726019995520407,3.985525325282281,-9.640269061663549,0.9164695113834771,62.08886767156535,17.931771158683773,0.2888081524298104,0.26858113513298804,13.77794795373144,14.905946806595846,0.6276613589536667
141,0.0225,1.2,1.2,50.0,10.0,0.0,8.703711999580085,0.26,-65.0,0.02757716446627536,1.131482559945411,0.134765625,288.8,0.0705,0.9863325736927104,1.0366586538461535,0.5947888257440358,9.0,51.0,20.227914081917937,1.2136512143893488,0.39662576631211643,0.5853657903257444,422.02975926015995,72.33746938516975,2.8860143693300944,0.7636555766834213,-288.579753817561,17.34551643699569,-17.19844260135085,6.334270495153515,6.3749147134240065,4.575298659569506,-16.96207587165358,0.9831608224605424,52.32746677041898,23.825122565677837,0.455308159101375,0.42818287914878955,16.771906669878973,17.91042253177266,0.5278526633591674
142,0.0225,1.2,1.2,50.0,10.0,0.0,8.703711999580085,0.26,-65.0,0.02757716446627536,1.131482559945411,0.134765625,288.8,0.0705,0.9863325736927104,1.0366586538461535,0.6714593592013751,9.0,46.532597040870925,26.397044854945815,1.2378353907146618,0.5672807135986957,0.5207708694137705,618.4654667975077,14779.561554379956,2.8530151584918824,0.8106600550224057,-379.3483996718218,37.0519894562044,-24.18064612860168,7.850153035092647,7.870239359997518,5.165071993856732,-25.47562780013124,1.0498521335376079,47.00050039518743,29.61908475581155,0.6301865832654915,0.5962326844094904,18.930017160388584,20.076369221430546,0.4196655502721164
143,0.0225,1.2,1.2,50.0,10.0,0.0,8.703711999580085,0.26,-65.0,0.02757716446627536,1.131482559945411,0.134765625,288.8,0.0705,0.9863325736927104,1.0366586538461535,0.7481298926587144,9.0,43.9405196691551,32.40225693777063,1.1215123668153788,0.7374117826038371,0.4364065641099127,800.5936831318018,10124.246137009372,2.671662868016252,0.7175611359633175,-466.2456984611248,10.495090892073993,-30.86505372777883,5.807314684005691,5.856042301781949,5.754845328143957,-33.67595204142944,1.1165434446146731,44.24389484838542,34.57252111490729,0.7814077226559752,0.7415657755110822,20.24957184482931,21.401988442174698,0.3351357219586979
144,0.0225,1.2,1.2,50.0,10.0,0.0,8.703711999580085,0.26,-65.0,0.02757716446627536,1.131482559945411,0.134765625,288.8,0.0705,0.9863325736927104,1.0366586538461535,0.8248004261160538,9.0,42.95436520466253,37.46728550675401,0.9439794150511253,0.8722579260160288,0.3267610712557759,910.0029949826213,17200.424206522195,2.40730314821238,0.5461875135198206,-539.2196952627132,6.040490295487225,-36.478438097131786,5.464653099652864,5.520115447546682,6.344618662431182,-40.226383319653884,1.1832347556917384,43.107660008322306,38.32546526013815,0.8890639216496347,0.844711804753089,20.840484023338483,21.997733298604967,0.29417083404210376
